code,name,produkmui,manufacture,cert_code,nilai,label,ingredients,ingredients_lama,ing0,ing1,ing2,ing3,ing4,ing5,ing6,ing7,ing8,ing9,ing10,ing11,ing12,ing13,ing14,ing15,ing16,ing17,ing18,ing19,ing20,ing21,ing22,ing23,ing24,ing25,ing26,ing27,ing28,ing29,ing30,ing31,ing32,cert_bodies,expired,cert_bodyname,homepage,location,status
745,Roma Biscuit Susu + Selai Slai O'lai Nanas,Roma biscuit sandwich dengan selai nanas,Pt. mayora indah tbk,00100014301200,"0,3076923077",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
747,Bendera 1+ Susu Pertumbuhan Madu,Susu bendera frisian flag susu pertumbuhan madu untuk anak usia 1-3 tahun,Pt. frisian flag indonesia,00050023640103,"0,3076923077",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
748,Khong Guan Chocolate Wafer Classic,Khong guan - classic wafer dengan krim coklat,Pt. khong guan biscuit factory indonesia ltd,00100039280306,"0,3076923077",1,"tepung terigu,gula,lemak nabati,Cokelat bubuk,susu bubuk,pati jagung,garam,bahan pengembang,natrium bikarbonat,amonium bikarbonat","tepung terigu, gula, lemak nabati, coklat bubuk, susu bubuk, pati jagung, garam, bahan pengembang (natrium bikarbonat dan amonium bikarbonat)",tepung terigu, gula, lemak nabati, coklat bubuk, susu bubuk, pati jagung, garam, bahan pengembang natrium bikarbonat dan amonium bikarbonat,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
749,Ultra Sari Asam Asli Slim,Ultra sari asem asli - minuman sari buah asam,Pt. ultrajaya milk industry,00120007720298,"0,3076923077",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
750,Ever Delicious Yam Cookies Taro,Ever delicious yam cookies / kukis rasa talas,Ever delicious food industries sdn bhd, 00100068060214,"0,3076923077",1,"tepung terigu,minyak nabati,gula,telur,krim kelapa,garam,bubuk talas ","tepung terigu , minyak nabati , gula , telur , krim kelapa , garam , bubuk talas ",tepung terigu , minyak nabati , gula , telur , krim kelapa , garam , bubuk talas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
751,Finna Snack Kerupuk Udang Pars Seaweed,Kerupuk udang goreng original pars finna,"Pt. sekar laut, tbk (sidoarjo)",00100109151120,"0,3076923077",1,"tepung tapioka,minyak nabati,udang,gula,tepung beras,bumbu rumput laut,garam,Perisa Alamii,minyak atsiri papika,pengembang","tepung tapioka, minyak nabati, udang, gula, tepung beras, bumbu rumput laut, garam, perisa alami minyak atsiri papika, pengembang.",tepung tapioka, minyak nabati, udang, gula, tepung beras, bumbu rumput laut, garam, perisa alami minyak atsiri papika, pengembang,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
752,Khong Guan Crackers Cream,Khong guan - krekers krim ( cream crackers ),Pt. nissin biscuits indonesia,00100039300306,"0,3076923077",1,"tepung terigu,lemak nabati,susu bubuk,garam,ragi","tepung terigu, lemak nabati, susu bubuk, garam, ragi,",tepung terigu, lemak nabati, susu bubuk, garam, ragi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
754,Bendera 3+ Susu Pertumbuhan Madu,Susu bendera frisian flag susu pertumbuhan madu untuk anak usia 1-3 tahun,Pt. frisian flag indonesia,00050023640103,"0,3076923077",1,"Sirup Glukosa,lemak nabati,maltodekstrin,sukrosa,premiks mineral,mineral,laktosa,bubuk madu,premiks vitamin,vitamin,Pengemulsi Lesitin Kedelai,penstabil nabati","sirup glukosa padat, lemak nabati, maltodekstrin, sukrosa, premiks mineral dan  mineral, laktosa, bubuk madu, premiks vitamin dan  vitamin, pengemulsi lesitin kedelai, penstabil nabati.",sirup glukosa padat, lemak nabati, maltodekstrin, sukrosa, premiks mineral dan  mineral, laktosa, bubuk madu, premiks vitamin dan  vitamin, pengemulsi lesitin kedelai, penstabil nabati,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
756,Nabati Graker Biscuit Crackers Richbery Cheese,Nabati graker â€“ graham crackers richberry cheese,Pt. kaldu sari nabati indonesia,00100062440912,"0,3076923077",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
758,Piattos Snack Kentang Sambal Geprek,Jack'njill piattos - makanan ringan kentang rasa sambal geprek,Pt. urc indonesia,00100042041006,"0,3076923077",1,"tepung kentang,minyak nabati,pati tapioka termodifikasi,bumbu sambal geprek,gula,penguat rasa,mononatrium glutamat,garam,kalium klorida,pengemulsi nabati,pengatur keasaman,asam sitrat","tepung kentang, minyak nabati, pati tapioka termodifikasi, bumbu sambal geprek, gula, penguat rasa mononatrium glutamat, garam, kalium klorida, pengemulsi nabati, pengatur keasaman asam sitrat.",tepung kentang, minyak nabati, pati tapioka termodifikasi, bumbu sambal geprek, gula, penguat rasa mononatrium glutamat, garam, kalium klorida, pengemulsi nabati, pengatur keasaman asam sitrat,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
759,Piattos Snack Kentang Sambal Matah,Jack'njill piattos - makanan ringan kentang rasa sambal matah,Pt. urc indonesia,00100042041006,"0,3076923077",1,"tepung kentang,minyak nabati,pati tapioka termodifikasi,bumbu sambal matah,gula,penguat rasa,mononatrium glutamat,garam,kalium klorida,pengemulsi nabati,pengatur keasaman,asam sitrat","tepung kentang, minyak nabati, pati tapioka termodifikasi, bumbu sambal matah, gula, penguat rasa mononatrium glutamat, garam, kalium klorida, pengemulsi nabati, pengatur keasaman asam sitrat.",tepung kentang, minyak nabati, pati tapioka termodifikasi, bumbu sambal matah, gula, penguat rasa mononatrium glutamat, garam, kalium klorida, pengemulsi nabati, pengatur keasaman asam sitrat,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
763,Alpenliebe Candy Karamel Susu,Alpenliebe rasa susu dan karamel,Pt. perfetti van melle indonesia,00110011141099,"0,3",1,"gula,sirup maltosa,lemak nabati,whey,garam,maltodekstrin,dekstrosa,susu bubuk,lemak susu,Pengemulsi Lesitin Kedelai,pewarna karamel,perisa artifisial,vanili","gula, sirup maltosa, lemak nabati, whey, garam, maltodekstrin, dekstrosa, susu bubuk, lemak susu, pengemulsi lesitin kedelai, pewarna karamel, perisa artifisial, vanila.",gula, sirup maltosa, lemak nabati, whey, garam, maltodekstrin, dekstrosa, susu bubuk, lemak susu, pengemulsi lesitin kedelai, pewarna karamel, perisa artifisial, vanila,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
769,Sedaap Mie Instant Korean Spicy Soup,Mie sedaap instant - mi kuah rasa pedas ala korea ( korean spicy soup ) eksport,Prakarsa alam segar pt.,00090036380805,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
772,Monde Biscuit Egg Drops,Monde - biskuit egg drops,Pt. nissin biscuits indonesia,00100039300306,"0,3",1,"tepung terigu,gula,telur,mentega,pengembang,amonium bikarbonat,natrium bikarbonat,garam","tepung terigu, gula, telur, mentega, pengembang (amonium bikarbonat dan natrium bikarbonat), garam.",tepung terigu, gula, telur, mentega, pengembang amonium bikarbonat dan natrium bikarbonat, garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
774,Sedaap Mie Mie Instant Korean Spicy Soup,Mie sedaap instant - mi kuah rasa pedas ala korea ( korean spicy soup ) eksport,Prakarsa alam segar pt.,00090036380805,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
776,Mister Potato Snack Crisps Balado,Mister potato rasa balado,Pt. pacific food indonesia,00100047310308,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
777,Meiji Biskuit Yan Yan Chocolate,Yan yan chocolate (biskuit dengan krim cokelat),Pt. meiji food indonesia,00100024040303,"0,3",1,"tepung terigu,krim Cokelat,antioksidan tokoferol,gula,pengawet sulfit,minyak nabati,antioksidan bha,lemak reroti,antioksidan bha,Cokelat bubuk,pengembang,amonium bikarbonat,natrium bikarbonat,garam,susu bubuk,perisa sintetik,ragi,perlakuan tepung,enzim papain","tepung terigu, krim coklat (mengandung antioksidan tokoferol), gula (mengandung pengawet sulfit), minyak nabati (mengandung antioksidan bha), lemak reroti (mengandung antioksidan bha), cokelat bubuk, pengembang (amonium bikarbonat, natrium bikarbonat), garam, susu bubuk, perisa sintetik, ragi, perlakuan tepung (enzim papain).",tepung terigu, krim coklat mengandung antioksidan tokoferol, gula mengandung pengawet sulfit, minyak nabati mengandung antioksidan bha, lemak reroti mengandung antioksidan bha, cokelat bubuk, pengembang amonium bikarbonat, natrium bikarbonat, garam, susu bubuk, perisa sintetik, ragi, perlakuan tepung enzim papain,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
778,Meiji Biscuit Yan Yan Chocolate,Yan yan chocolate (biskuit dengan krim cokelat),Pt. meiji food indonesia,00100024040303,"0,3",1,"tepung terigu,krim Cokelat,susu,kedelai,gula,pengawet sulfit,minyak nabati,antioksidan bha,lemak reroti,antioksidan bha,kakao bubuk,pengembang,amonium bikarbonat,natrium bikarbonat,garam,susu bubuk,perisa sintetik Cokelat,ragi","tepung terigu, krim cokelat (%), (mengandung susu, kedelai), gula (mengandung pengawet sulfit), minyak nabati (mengandung antioksidan bha), lemak reroti (mengandung antioksidan bha), kakao bubuk %, pengembang (amonium bikarbonat, natrium bikarbonat), garam, susu bubuk, perisa sintetik cokelat, ragi.",tepung terigu, krim cokelat , mengandung susu, kedelai, gula mengandung pengawet sulfit, minyak nabati mengandung antioksidan bha, lemak reroti mengandung antioksidan bha, kakao bubuk , pengembang amonium bikarbonat, natrium bikarbonat, garam, susu bubuk, perisa sintetik cokelat, ragi,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
780,Kit Kat Chocolate Chunky,Nestle kit kat chunky hazelnut,Nestle products (malaysia) sdn. bhd.,00110020380502,"0,3",1,"gula,susu bubuk full cream,tepung terigu,gandum,mentega,kakao massa,lemak,minyak nabati,Minyak Sawit,bubuk kakao,Pengemulsi Lesitin Kedelai,makanan ragi,pengembang,natrium bikarbonat,garam,pengembang,kalsium karbonat,ragi,perisa vanili","gula, susu bubuk full cream, tepung terigu, gandum, mentega, kakao massa, lemak dan minyak nabati, minyak sayuran kelapa sawit, bubuk kakao, pengemulsi lesitin kedelai, makanan ragi, pengembang natrium bikarbonat, garam, pengembang kalsium karbonat, ragi, perisa vanilin.",gula, susu bubuk full cream, tepung terigu, gandum, mentega, kakao massa, lemak dan minyak nabati, minyak sayuran kelapa sawit, bubuk kakao, pengemulsi lesitin kedelai, makanan ragi, pengembang natrium bikarbonat, garam, pengembang kalsium karbonat, ragi, perisa vanilin,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
781,Blue Band Margarine Cake & Cookie,Blue band margarine,Pt. trans retail indonesia,00160095720519,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
784,Beng-Beng Wafer Chocolate Share It 10'S,Beng-beng share it,Pt. mayora indah tbk,00100014301200,"0,3",1,"glukosa,gula,susu bubuk,tepung terigu,lemak nabati,dekstrosa bha,lemak kakao,kakao massa,sereal,maltodekstrin,lemak susu,Sorbitol,pengemulsi,pengembang,krimer nabati,garam,telur bubuk,perisa sintetik","glukosa, gula, susu bubuk, tepung terigu, lemak nabati (mengandung dekstrosa bha), lemak kakao, kakao massa, sereal, maltodekstrin, lemak susu, pemanis sorbitol, pengemulsi, pengembang, krimer nabati, garam, telur bubuk, perisa sintetik",glukosa, gula, susu bubuk, tepung terigu, lemak nabati mengandung dekstrosa bha, lemak kakao, kakao massa, sereal, maltodekstrin, lemak susu, pemanis sorbitol, pengemulsi, pengembang, krimer nabati, garam, telur bubuk, perisa sintetik,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
787,Oishi Snack Stick Makado Saus Tomat,Oishi saus tomat,Pt. karawang foods lestari,00060035370605,"0,3",1,"serpihan kentang,antioksidan askorbil palmitat,pewarna alami,Kurkumin Ci,minyak nabati,antioksidan tbhq,tepung terigu,tepung beras,bumbu rasa saus tomat,tomat bubuk,penguat rasa,mononatrium glutamat,dinatrium Inosinat,dinatrium guanilat,gula,garam","serpihan kentang (mengandung antioksidan askorbil palmitat, pewarna alami kurkumin cl ), minyak nabati (mengandung antioksidan tbhq), tepung terigu, tepung beras, bumbu rasa saus tomat (megandung tomat bubuk (,%), penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat), gula dan garam.",serpihan kentang mengandung antioksidan askorbil palmitat, pewarna alami kurkumin cl , minyak nabati mengandung antioksidan tbhq, tepung terigu, tepung beras, bumbu rasa saus tomat megandung tomat bubuk ,, penguat rasa mononatrium glutamat, dinatrium inosinat, dinatrium guanilat, gula dan garam,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
789,My Tea Minuman Teh Oolong Poci,Minuman olah ( teh poci ),"Candisari,resto",15160006190612,"0,3",1,"air,gula,ekstrak teh oolong,perisa identik alami teh oolong,antioksidan vitamin c,Pengatur Keasaman,natrium bikarbonat ","air, gula, ekstrak teh oolong (.%), perisa identik alami teh oolong, antioksidan vitamin c, pengatur keasamaan natrium bikarbonat. ",air, gula, ekstrak teh oolong , perisa identik alami teh oolong, antioksidan vitamin c, pengatur keasamaan natrium bikarbonat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
791,Mizone Active Minuman Isotonik Lychee Lemon,Mizone rasa lychee lemon,Pt. tirta investama,00120016900801,"0,3",1,"air,fruktosa,pengatur keasaman,gula,perisa sintetik,ekstrak teh putih,natrium klorida,trinatrium sitrat,kalium karbonat,kalium klorida,pengawet,pemanis buatan,penstabil nabati,sekuestran,premiks vitamin","air, fruktosa, pengatur keasaman, gula, perisa sintetik, ekstrak teh putih, natrium klorida, trinatrium sitrat, kalium karbonat, kalium klorida, pengawet, pemanis buatan, penstabil nabati, sekuestran, premiks vitamin.",air, fruktosa, pengatur keasaman, gula, perisa sintetik, ekstrak teh putih, natrium klorida, trinatrium sitrat, kalium karbonat, kalium klorida, pengawet, pemanis buatan, penstabil nabati, sekuestran, premiks vitamin,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
798,Rebo Kuaci Original,Kuaci biji bunga matahari rebo original,Pt. gumindo boga manis,171000000330312,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
799,Roma Arden Cookies Choco Splendid,Roma arden butter cookies,Pt. mayora indah tbk,00100014301200,"0,3",1,"tepung terigu,gula,mentega,kakao massa,minyak nabati,Cokelat bumbu,susu bubuk,garam,pengembang,Pengemulsi Lesitin Kedelai,perisa identik alami","tepung terigu, gula, mentega, kakao massa, minyak nabati, cokelat bumbu, susu bubuk, garam, pengembang, pengemulsi lesitin kedelai, perisa identik alami",tepung terigu, gula, mentega, kakao massa, minyak nabati, cokelat bumbu, susu bubuk, garam, pengembang, pengemulsi lesitin kedelai, perisa identik alami,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
801,Indomilk Susu Cair Uht Chocolate,Susu cair indomilk,Pt. pioneerindo gourmet international tbk, 00160075770216,"0,3",1,"Susu Sapi,gula,Cokelat bubuk,frukto-oligasakarida,susu bubuk skim,perisa susu,penstabil nabati,lemak susu,perisa mentega,vitamin a,vitamin  b,vitamin  b,vitamin d","susu sapi segar, gula, coklat bubuk, frukto-oligasakarida, susu bubuk skim, perisa susu, penstabil nabati, lemak susu, perisa mentega, vitamin (a, b, b, d).",susu sapi segar, gula, coklat bubuk, fruktooligasakarida, susu bubuk skim, perisa susu, penstabil nabati, lemak susu, perisa mentega, vitamin a, b, b, d,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
805,Palmia Royal Butter Margarine,Margarin butter royal palmia,Pt. salim ivomas pratama tbk,00080004170399,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
806,Silky Pudding Puding Bubuk Chocolate,Premix silky pudding - chocolate,Pt. maquis indonesia,00210114030121,"0,3",1,"gula,susu skim bubuk,karagenan,krimer nabati,kakao bubuk","gula, susu skim bubuk, karagenan, krimer nabati, kakao bubuk (%)",gula, susu skim bubuk, karagenan, krimer nabati, kakao bubuk ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
807,Nescafe Ice Coffee Mocha,Nescafe dolce gusto ice coffee blend,NestlÃ© uk ltd,00120081120217,"0,3",1,"air,gula,susu bubuk skim,Kopi Bubuk,lemak susu,pengatur keasaman,perisa moka,bubuk kakao,pengemulsi nabati,lesitin kedelai,pemantap","air, gula, susu bubuk skim, kopi bubuk instant, lemak susu, pengatur keasaman, perisa moka, bubuk kakao, pengemulsi nabati (lesitin kedelai), pemantap.",air, gula, susu bubuk skim, kopi bubuk instant, lemak susu, pengatur keasaman, perisa moka, bubuk kakao, pengemulsi nabati lesitin kedelai, pemantap,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
809,Jetz Snack Hollow Paprika,Jetz hollow paprika / rasa paprika,Pt indofood fortuna makmur,00100037591205,"0,3",1,"pati kentang,serpihan kentang,minyak olein kelapa sawit,bumbu rasa paprika,bubuk paprika,minyak,lemak nabati,garam","pati kentang ( % ), serpihan kentang ( % ), minyak olein kelapa sawit, bumbu rasa paprika, bubuk paprika ( % ), minyak dan lemak nabati, garam",pati kentang   , serpihan kentang   , minyak olein kelapa sawit, bumbu rasa paprika, bubuk paprika   , minyak dan lemak nabati, garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
811,Fitchips Multigrain Chips Cheese & Herbs,Fitchips cheese and herbs,Pt. sanghiang perkasa,00100078440816,"0,3",1,"keripik multigrain,Tepung Gandum,tepung beras,Tepung Oat,tepung quinoa,minyak sawit,bumbu keju,rempah,antioksidan askorbil palmitat,tokoferol campuran","keripik multigrain, tepung gandum utuh, tepung beras, tepung oat utuh, tepung quinoa, minyak sawit, bumbu keju dan rempah, antioksidan askorbil palmitat dan tokoferol campuran.",keripik multigrain, tepung gandum utuh, tepung beras, tepung oat utuh, tepung quinoa, minyak sawit, bumbu keju dan rempah, antioksidan askorbil palmitat dan tokoferol campuran,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
812,Indomilk Kental Manis Putih,Krimer  kental manis cokelat - indomilk can,Pt. indolakto,00040009041098,"0,3",1,"gula,Susu Sapi,susu bubuk skim,minyak nabati,Buttermilk Bubuk,air,laktosa,perisa identik alami,antioksidan (tokoferol),vitamin a,vitamin b,vitamin d","gula, susu sapi segar, susu bubuk skim, minyak nabati, butter milk bubuk, air, laktosa, perisa identik alami, antioksidan (tokoferol), vitamin a, b dan d.",gula, susu sapi segar, susu bubuk skim, minyak nabati, butter milk bubuk, air, laktosa, perisa identik alami, antioksidan tokoferol, vitamin a, b dan d,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
816,Anlene Susu Bubuk Hi-Calcium Actifit Coklat,Anlene actifit coklat,Pt. fonterra brands indonesia,00040048380708,"0,3",1,"susu bubuk tanpa lemak,susu bubuk,sukrosa,Bubuk Cokelat,kalsium karbonat,premiks vitamin,mineral,perisa Cokelat,Pengemulsi Lesitin Kedelai,garam,kalsium,kalsium karbonat,gum arab,dekstrin,perisa malt","susu bubuk tanpa lemak, susu bubuk, sukrosa, bubuk coklat, kalsium karbonat, premiks vitamin dan mineral, perisa cokelat, pengemulsi lesitin kedelai, garam, kalsium (kalsium karbonat, gum arab, dekstrin), perisa malt",susu bubuk tanpa lemak, susu bubuk, sukrosa, bubuk coklat, kalsium karbonat, premiks vitamin dan mineral, perisa cokelat, pengemulsi lesitin kedelai, garam, kalsium kalsium karbonat, gum arab, dekstrin, perisa malt,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
818,Indomilk Kental Manis Coklat,Krimer  kental manis cokelat - indomilk can,Pt. indolakto,00040009041098,"0,3",1,"gula,Susu Sapi,lemak nabati,bubuk whey,Bubuk Cokelat,maltodekstrin,buttermilk bubuk,air,susu bubuk skim,perisa identik alami,pewarna alami,Karamel,Karamel,garam,lactosa,penstabil nabati,antioksidan,tokoferol,vitamin a,vitamin b,kolin,vitamin d","gula, susu sapi segar, lemak nabati, bubuk whey, bubuk cokelat, maltodekstrin, buttermilk bubuk, air, susu bubuk skim, perisa identik alami (mengandung pewarna alami karamel ec,d), garam, lactosa, penstabil nabati, antioksidan(tokoferol), vitamin a, b, kolin dan vitamin d.",gula, susu sapi segar, lemak nabati, bubuk whey, bubuk cokelat, maltodekstrin, buttermilk bubuk, air, susu bubuk skim, perisa identik alami mengandung pewarna alami karamel ec,d, garam, lactosa, penstabil nabati, antioksidantokoferol, vitamin a, b, kolin dan vitamin d,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
819,Kartika Toast Bagelan Butter,Kartika sari bagelen toast butter,Pt. trans retail indonesia,00160095720519,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
822,Delfi Wafer Stick Twister Minis Choco Cream,Delfi twister minis chocolate,Pt. ceres,00100029330404,"0,3",1,"terigu,gula,lemak nabati,susu bubuk,bubuk kakao,soya lesithin,garam,vanili","terigu, gula, lemak nabati, susu bubuk, bubuk kakao, soya lesithin, garam, vanilli",terigu, gula, lemak nabati, susu bubuk, bubuk kakao, soya lesithin, garam, vanilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
823,Kartika Toast Bagelan Cheese,Kartika sari bagelen toast cheese,Pt. trans retail indonesia,00160095720519,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
824,Good Time Cookies Chocochips Double Choc,Cookies good time,Pt. merek indah lestari,09160013010220,"0,3",1,"tepung terigu,Cokelat chips,gula,margarin,Cokelat bubuknatrium bikarbonat,telur,garam,Pengemulsi Lesitin Kedelai,Perisa Artifisial Vanili","tepung terigu, coklat chips, gula, margarin, coklat bubuk, pengembang natrium bikarbonat, telur, garam, pengemulsilesitin kedelai dan perisa artifisal vanila.",tepung terigu, coklat chips, gula, margarin, coklat bubuk, pengembang natrium bikarbonat, telur, garam, pengemulsilesitin kedelai dan perisa artifisal vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
825,Nissin Crackers Crispy,Nissin - krekers ( crispy crackers ),Pt. nissin biscuits indonesia,00100039300306,"0,3",1,"tepung terigu,lemak nabati,gula,keju,susu bubuk,pengembang,amonium bikarbonat,natrium bikarbonat,garam,Pengemulsi Lesitin Kedelai,bumbu sapi panggang,mononatrium glutamat,(msg),perisa keju,Pewarna Tartazin ","tepung terigu, lemak nabati, gula, keju, susu bubuk, pengembang (amonium bikarbonat dan natrium bikarbonat), garam, pengemulsi lesitin kedelai, bumbu sapi panggang, penguat rasa mononatrium glutamat (msg), perisa keju, pewarna tartazinci .",tepung terigu, lemak nabati, gula, keju, susu bubuk, pengembang amonium bikarbonat dan natrium bikarbonat, garam, pengemulsi lesitin kedelai, bumbu sapi panggang, penguat rasa mononatrium glutamat msg, perisa keju, pewarna tartazinci ,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
826,Anlene Susu Bubuk Hi-Calsium Actifit Vanila,Anlene actifit vanila,Pt. fonterra brands indonesia,00040048380708,"0,3",1,"susu bubuk tanpa lemak,bubuk whey,maltodekstrin,susu bubuk,gula,campuran fos-turunan inulin,kalsium karbonat,perisa artifisial susu,premiks mineral,perisa artifisial Vanili,vitamin d","susu bubuk tanpa lemak, bubuk whey, maltodekstrin, susu bubuk, gula, campuran fos-turunan inulin dengan dp minimum , kalsium karbonat, perisa artifisial susu, premiks mineral, perisa artifisial vanilla, vitamin d.",susu bubuk tanpa lemak, bubuk whey, maltodekstrin, susu bubuk, gula, campuran fosturunan inulin dengan dp minimum , kalsium karbonat, perisa artifisial susu, premiks mineral, perisa artifisial vanilla, vitamin d,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
827,Aqua Air Mineral Click N Go Kids,Air mineral botol aqua,Kampung kecil,00160097550719,"0,3",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
829,Naraya Oat Choco (10'S),Naraya oat choco yogurt flavour,"Fujian fupaiyuan foodstuff corp.,ltd",00110080291216,"0,3",1,"oatmeal,lemak Kakao,krimer nabati,gula,maltodekstrin,Pengemulsi Lesitin Kedelai","oatmeal, lemak kakoa, krimer nabati, gula, maltodekstrin, pengemulsi lesitin kedelai.",oatmeal, lemak kakoa, krimer nabati, gula, maltodekstrin, pengemulsi lesitin kedelai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
830,Nissin Biscuit Gabin,Nissin biskuit gabin,Pt. jadi abadi corak biscuit factory indonesia, 00100039350306,"0,3",1,"tepung terigu,gula,lemak reroti,antioksidan bha,susu bubuk,garam,pengembang,amonium bikarbonat,natrium bikarbonat,perisa artifisial mentega,vanili bubuk","tepung terigu, gula, lemak reroti (mengandung antioksidan bha), susu bubuk, garam, pengembang (amonium bikarbonat, natrium bikarbonat), perisa artifisial mentega, vanili bubuk.",tepung terigu, gula, lemak reroti mengandung antioksidan bha, susu bubuk, garam, pengembang amonium bikarbonat, natrium bikarbonat, perisa artifisial mentega, vanili bubuk,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
831,Shoon Fatt Lavish Crackers Vegetable,Shoon fatt lavish vegetable crackers / krekers rasa sayuran (biscuit lavish vegetable crackers),Shoon fatt biscuit &amp; confectionery factory sdn. bhd.,00100077930716,"0,2941176471",1,"tepung,gandung,minyak sayuran,lemak sayuran,serbuk keju,bahan penaik ","tepung , gandung , minyak sayuran , lemak sayuran ,serbuk keju , bahan penaik ",tepung , gandung , minyak sayuran , lemak sayuran ,serbuk keju , bahan penaik ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
